"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
4509","Hannu Kalevi Manninen","M",19,189,83,"Finland","FIN","1998 Winter",1998,"Winter","Nagano","Nordic Combined","Nordic Combined Men's Individual",NA
4509","Hannu Kalevi Manninen","M",23,189,83,"Finland","FIN","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's Sprint",NA
4509","Hannu Kalevi Manninen","M",23,189,83,"Finland","FIN","2002 Winter",2002,"Winter","Salt Lake City","Nordic Combined","Nordic Combined Men's Team","Gold"
4509","Hannu Kalevi Manninen","M",23,189,83,"Finland","FIN","2002 Winter",2002,"Winter","Salt Lake City","Nordic Combined","Nordic Combined Men's Individual",NA
4509","Hannu Kalevi Manninen","M",23,189,83,"Finland","FIN","2002 Winter",2002,"Winter","Salt Lake City","Nordic Combined","Nordic Combined Men's Sprint",NA
4509","Hannu Kalevi Manninen","M",27,189,83,"Finland","FIN","2006 Winter",2006,"Winter","Torino","Nordic Combined","Nordic Combined Men's Team","Bronze"
4509","Hannu Kalevi Manninen","M",27,189,83,"Finland","FIN","2006 Winter",2006,"Winter","Torino","Nordic Combined","Nordic Combined Men's Individual",NA
4509","Hannu Kalevi Manninen","M",27,189,83,"Finland","FIN","2006 Winter",2006,"Winter","Torino","Nordic Combined","Nordic Combined Men's Sprint",NA
4509","Hannu Kalevi Manninen","M",31,189,83,"Finland","FIN","2010 Winter",2010,"Winter","Vancouver","Nordic Combined","Nordic Combined Men's Normal Hill / 10 km, Individual",NA
4509","Hannu Kalevi Manninen","M",31,189,83,"Finland","FIN","2010 Winter",2010,"Winter","Vancouver","Nordic Combined","Nordic Combined Men's Large Hill / 10 km, Individual",NA
4509","Hannu Kalevi Manninen","M",31,189,83,"Finland","FIN","2010 Winter",2010,"Winter","Vancouver","Nordic Combined","Nordic Combined Men's Team",NA
4510","Johanna Katriina Manninen","F",16,170,58,"Finland","FIN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay",NA
4510","Johanna Katriina Manninen","F",20,170,58,"Finland","FIN","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 200 metres",NA
4510","Johanna Katriina Manninen","F",20,170,58,"Finland","FIN","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay",NA
4510","Johanna Katriina Manninen","F",24,170,58,"Finland","FIN","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 100 metres",NA
4510","Johanna Katriina Manninen","F",24,170,58,"Finland","FIN","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 200 metres",NA
4511","Eero Juhani Manninen","M",19,180,72,"Finland","FIN","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Long Jump",NA
4512","Olavi Adrian Manninen","M",32,174,60,"Finland","FIN","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Marathon",NA
4513","Aulis Olavi ""Ollie"" Manninen","M",31,172,68,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Marathon",NA
4514","Raimo Ensio Manninen","M",23,171,70,"Finland","FIN","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Downhill",NA
4514","Raimo Ensio Manninen","M",23,171,70,"Finland","FIN","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
4514","Raimo Ensio Manninen","M",23,171,70,"Finland","FIN","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Slalom",NA
4514","Raimo Ensio Manninen","M",27,171,70,"Finland","FIN","1968 Winter",1968,"Winter","Grenoble","Alpine Skiing","Alpine Skiing Men's Downhill",NA
4514","Raimo Ensio Manninen","M",27,171,70,"Finland","FIN","1968 Winter",1968,"Winter","Grenoble","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
4514","Raimo Ensio Manninen","M",27,171,70,"Finland","FIN","1968 Winter",1968,"Winter","Grenoble","Alpine Skiing","Alpine Skiing Men's Slalom",NA
4515","Raimo Matias Manninen","M",28,178,79,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Javelin Throw",NA
4516","Uolevi Manninen","M",27,202,107.5,"Finland","FIN","1964 Summer",1964,"Summer","Tokyo","Basketball","Basketball Men's Basketball",NA
4517","Anne Patricia Manning (-Pembroke)","F",36,164,50,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 10 kilometres Walk",NA
4518","Daniel Ricardo ""Danny"" Manning","M",22,208,104,"United States","USA","1988 Summer",1988,"Summer","Seoul","Basketball","Basketball Men's Basketball","Bronze"
4519","Gwyn Thomas Manning","M",32,NA,NA,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Football","Football Men's Football",NA
4520","Harold William Manning","M",27,176,64,"United States","USA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
4521","Paul Christian Manning","M",25,189,76,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Bronze"
4521","Paul Christian Manning","M",29,189,76,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Silver"
4521","Paul Christian Manning","M",33,189,76,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Gold"
4522","Trevor Wayne Manning","M",30,175,67,"New Zealand","NZL","1976 Summer",1976,"Summer","Montreal","Hockey","Hockey Men's Hockey","Gold"
4523","W. Manning","M",NA,NA,NA,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Gymnastics","Gymnastics Men's Team All-Around",NA
4524","Patrick Francis ""Pat"" Manning, Jr.","M",25,190,93,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Coxless Fours","Silver"
4525","Madeline Manning-Jackson (-Mims)","F",20,175,75,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 800 metres","Gold"
4525","Madeline Manning-Jackson (-Mims)","F",24,175,75,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 800 metres",NA
4525","Madeline Manning-Jackson (-Mims)","F",24,175,75,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
4525","Madeline Manning-Jackson (-Mims)","F",28,175,75,"United States","USA","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 800 metres",NA
4526","Ari Pekka Mannio","M",25,185,100,"Finland","FIN","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's Javelin Throw",NA
4526","Ari Pekka Mannio","M",29,185,100,"Finland","FIN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Javelin Throw",NA
4527","Angelo Mannironi","M",27,173,74,"Italy","ITA","1988 Summer",1988,"Summer","Seoul","Weightlifting","Weightlifting Men's Middleweight",NA
4528","Sebastiano Mannironi","M",26,162,59.5,"Italy","ITA","1956 Summer",1956,"Summer","Melbourne","Weightlifting","Weightlifting Men's Featherweight",NA
4528","Sebastiano Mannironi","M",30,162,59.5,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Weightlifting","Weightlifting Men's Featherweight","Bronze"
4528","Sebastiano Mannironi","M",34,162,59.5,"Italy","ITA","1964 Summer",1964,"Summer","Tokyo","Weightlifting","Weightlifting Men's Featherweight",NA
4529","Sergio Mannironi","M",33,170,85,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Weightlifting","Weightlifting Men's Light-Heavyweight",NA
4530","Eckhardt Mannischeff","M",28,179,64,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Fencing","Fencing Men's epee, Team",NA
4531","Robert John ""Bob"" Manno","M",35,184,85,"Italy","ITA","1992 Winter",1992,"Winter","Albertville","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
4532","Miltiades Manno","M",33,NA,76,"Hungaria Evezos Egylet","HUN","1912 Summer",1912,"Summer","Stockholm","Rowing","Rowing Men's Coxed Eights",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Statues","Silver"
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4532","Miltiades Manno","M",53,NA,76,"Hungary","HUN","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
4533","Frank Clifton ""Cliff"" Mannon","M",26,200,NA,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Handball","Handball Men's Handball",NA
4534","Olavi Aleksanteri ""Ole"" Mannonen","M",22,182,73,"Finland","FIN","1952 Summer",1952,"Summer","Helsinki","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
4534","Olavi Aleksanteri ""Ole"" Mannonen","M",22,182,73,"Finland","FIN","1952 Summer",1952,"Summer","Helsinki","Modern Pentathlon","Modern Pentathlon Men's Team","Bronze"
4534","Olavi Aleksanteri ""Ole"" Mannonen","M",26,182,73,"Finland","FIN","1956 Summer",1956,"Summer","Melbourne","Modern Pentathlon","Modern Pentathlon Men's Individual","Silver"
4534","Olavi Aleksanteri ""Ole"" Mannonen","M",26,182,73,"Finland","FIN","1956 Summer",1956,"Summer","Melbourne","Modern Pentathlon","Modern Pentathlon Men's Team","Bronze"
4535","Arthur Mannsbarth","M",22,NA,NA,"Austria","AUT","1952 Summer",1952,"Summer","Helsinki","Cycling","Cycling Men's Road Race, Individual",NA
4535","Arthur Mannsbarth","M",21,NA,NA,"Austria","AUT","1952 Winter",1952,"Winter","Oslo","Speed Skating","Speed Skating Men's 500 metres",NA
4535","Arthur Mannsbarth","M",22,NA,NA,"Austria","AUT","1952 Summer",1952,"Summer","Helsinki","Cycling","Cycling Men's Road Race, Team",NA
4535","Arthur Mannsbarth","M",21,NA,NA,"Austria","AUT","1952 Winter",1952,"Winter","Oslo","Speed Skating","Speed Skating Men's 1,500 metres",NA
4535","Arthur Mannsbarth","M",21,NA,NA,"Austria","AUT","1952 Winter",1952,"Winter","Oslo","Speed Skating","Speed Skating Men's 5,000 metres",NA
4535","Arthur Mannsbarth","M",21,NA,NA,"Austria","AUT","1952 Winter",1952,"Winter","Oslo","Speed Skating","Speed Skating Men's 10,000 metres",NA
4535","Arthur Mannsbarth","M",22,NA,NA,"Austria","AUT","1952 Summer",1952,"Summer","Helsinki","Cycling","Cycling Men's Team Pursuit, 4,000 metres",NA
4535","Arthur Mannsbarth","M",25,NA,NA,"Austria","AUT","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Speed Skating","Speed Skating Men's 1,500 metres",NA
4535","Arthur Mannsbarth","M",25,NA,NA,"Austria","AUT","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Speed Skating","Speed Skating Men's 5,000 metres",NA
4535","Arthur Mannsbarth","M",25,NA,NA,"Austria","AUT","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Speed Skating","Speed Skating Men's 10,000 metres",NA
4536","Bror Karl Anton Mannstrm","M",27,NA,NA,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
4537","Kazuo Mano","M",24,169,58,"Japan","JPN","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's Foil, Individual",NA
4537","Kazuo Mano","M",24,169,58,"Japan","JPN","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's Foil, Team",NA
4537","Kazuo Mano","M",28,169,58,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Foil, Individual",NA
4537","Kazuo Mano","M",28,169,58,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Foil, Team",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Individual All-Around",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Team All-Around",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Floor Exercise",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Horse Vault",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Uneven Bars",NA
4538","Kyoko Mano","F",19,153,42,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Balance Beam",NA
4539","Yukari Mano","F",22,152,53,"Japan","JPN","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey Women's Hockey",NA
4540","Asenate Manoa","F",16,NA,46,"Tuvalu","TUV","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 100 metres",NA
4540","Asenate Manoa","F",20,NA,46,"Tuvalu","TUV","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 100 metres",NA
4541","Manoel da Silva Costa","M",19,173,72,"Brazil","BRA","1972 Summer",1972,"Summer","Munich","Football","Football Men's Football",NA
4542","Manoel Maria Barbosa dos Santos","M",20,162,63,"Brazil","BRA","1968 Summer",1968,"Summer","Mexico City","Football","Football Men's Football",NA
4543","Lawrence Joseph ""Larry"" Manogue","M",NA,NA,NA,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 800 metres",NA
4544","Ganapathy Manoharan","M",NA,166,55,"India","IND","1980 Summer",1980,"Summer","Moskva","Boxing","Boxing Men's Bantamweight",NA
4545","Nikola Manojlovi","M",30,195,100,"Serbia","SRB","2012 Summer",2012,"Summer","London","Handball","Handball Men's Handball",NA
4546","Predrag Manojlovi","M",24,190,105,"Yugoslavia","YUG","1976 Summer",1976,"Summer","Montreal","Water Polo","Water Polo Men's Water Polo",NA
4546","Predrag Manojlovi","M",28,190,105,"Yugoslavia","YUG","1980 Summer",1980,"Summer","Moskva","Water Polo","Water Polo Men's Water Polo","Silver"
4547","Nikolaos Manolesos","M",NA,NA,NA,"Greece","GRE","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's Foil, Individual",NA
4547","Nikolaos Manolesos","M",NA,NA,NA,"Greece","GRE","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's Foil, Team",NA
4547","Nikolaos Manolesos","M",NA,NA,NA,"Greece","GRE","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's Sabre, Individual",NA
4547","Nikolaos Manolesos","M",NA,NA,NA,"Greece","GRE","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's Sabre, Team",NA
4548","Georgia Manoli","F",21,173,63,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay",NA
4549","Lia Manoliu (-Raica)","F",20,179,85,"Romania","ROU","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's Discus Throw",NA
4549","Lia Manoliu (-Raica)","F",24,179,85,"Romania","ROU","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Discus Throw",NA
4549","Lia Manoliu (-Raica)","F",28,179,85,"Romania","ROU","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's Discus Throw","Bronze"
4549","Lia Manoliu (-Raica)","F",32,179,85,"Romania","ROU","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's Discus Throw","Bronze"
4549","Lia Manoliu (-Raica)","F",36,179,85,"Romania","ROU","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's Discus Throw","Gold"
4549","Lia Manoliu (-Raica)","F",40,179,85,"Romania","ROU","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's Discus Throw",NA
4550","Anton Kirilov Manolov","M",19,174,72,"Bulgaria","BUL","1968 Summer",1968,"Summer","Mexico City","Shooting","Shooting Mixed Skeet",NA
4550","Anton Kirilov Manolov","M",23,174,72,"Bulgaria","BUL","1972 Summer",1972,"Summer","Munich","Shooting","Shooting Mixed Skeet",NA
4550","Anton Kirilov Manolov","M",26,174,72,"Bulgaria","BUL","1976 Summer",1976,"Summer","Montreal","Shooting","Shooting Mixed Skeet",NA
4550","Anton Kirilov Manolov","M",30,174,72,"Bulgaria","BUL","1980 Summer",1980,"Summer","Moskva","Shooting","Shooting Mixed Skeet",NA
4550","Anton Kirilov Manolov","M",42,174,72,"Bulgaria","BUL","1992 Summer",1992,"Summer","Barcelona","Shooting","Shooting Mixed Skeet",NA
4551","Manol Tomov Manolov","M",26,180,74,"Bulgaria","BUL","1952 Summer",1952,"Summer","Helsinki","Football","Football Men's Football",NA
4551","Manol Tomov Manolov","M",31,180,74,"Bulgaria","BUL","1956 Summer",1956,"Summer","Melbourne","Football","Football Men's Football","Bronze"
4551","Manol Tomov Manolov","M",35,180,74,"Bulgaria","BUL","1960 Summer",1960,"Summer","Roma","Football","Football Men's Football",NA
4552","Todor Khristov Manolov","M",21,187,116,"Bulgaria","BUL","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Hammer Throw",NA
4553","Mariya Momcheva Manolova","F",28,182,65,"Bulgaria","BUL","1992 Winter",1992,"Winter","Albertville","Biathlon","Biathlon Women's 15 kilometres",NA
4553","Mariya Momcheva Manolova","F",30,182,65,"Bulgaria","BUL","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Women's 7.5 kilometres Sprint",NA
4553","Mariya Momcheva Manolova","F",30,182,65,"Bulgaria","BUL","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Women's 15 kilometres",NA
4553","Mariya Momcheva Manolova","F",30,182,65,"Bulgaria","BUL","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",NA
4554","Yolita Manolova","F",18,175,57,"Bulgaria","BUL","2008 Summer",2008,"Summer","Beijing","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group",NA
4555","Petros Manos","M",41,NA,NA,"Greece","GRE","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's epee, Individual",NA
4555","Petros Manos","M",41,NA,NA,"Greece","GRE","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's epee, Team",NA
4556","Diran Manoukian","M",29,173,75,"France","FRA","1948 Summer",1948,"Summer","London","Hockey","Hockey Men's Hockey",NA
4556","Diran Manoukian","M",33,173,75,"France","FRA","1952 Summer",1952,"Summer","Helsinki","Hockey","Hockey Men's Hockey",NA
4556","Diran Manoukian","M",41,173,75,"France","FRA","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey",NA
4557","Todor Manov","M",27,185,97,"Bulgaria","BUL","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Heavyweight, Greco-Roman",NA
4558","Jzef Manowski","M",29,171,78,"Poland","POL","1964 Winter",1964,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
4559","Charles David ""Charley"" Manring","M",22,NA,NA,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Rowing","Rowing Men's Coxed Eights","Gold"
4560","Domingo Jos Manrique de Lara Peate","M",26,185,104,"Spain","ESP","1988 Summer",1988,"Summer","Seoul","Sailing","Sailing Mixed Three Person Keelboat",NA
4560","Domingo Jos Manrique de Lara Peate","M",30,185,104,"Spain","ESP","1992 Summer",1992,"Summer","Barcelona","Sailing","Sailing Mixed Two Person Heavyweight Dinghy","Gold"
4560","Domingo Jos Manrique de Lara Peate","M",34,185,104,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Mixed Three Person Keelboat",NA
4560","Domingo Jos Manrique de Lara Peate","M",38,185,104,"Spain","ESP","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing Mixed Three Person Keelboat",NA
4561","Eduardo Manrique Gonzlez","M",23,177,68,"Spain","ESP","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's Road Race, Individual",NA
4562","Juan Manrique Garca","M",28,182,85,"Cuba","CUB","1996 Summer",1996,"Summer","Atlanta","Baseball","Baseball Men's Baseball","Gold"
4562","Juan Manrique Garca","M",33,182,85,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Baseball","Baseball Men's Baseball","Silver"
4563","Luis Carlos Manrique Corso","M",20,165,63,"Colombia","COL","1976 Summer",1976,"Summer","Montreal","Cycling","Cycling Men's Road Race, Individual",NA
4563","Luis Carlos Manrique Corso","M",20,165,63,"Colombia","COL","1976 Summer",1976,"Summer","Montreal","Cycling","Cycling Men's 100 kilometres Team Time Trial",NA
4564","Silvia Manrique Prez","F",19,159,59,"Spain","ESP","1992 Summer",1992,"Summer","Barcelona","Hockey","Hockey Women's Hockey","Gold"
4564","Silvia Manrique Prez","F",23,159,59,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Hockey","Hockey Women's Hockey",NA
4565","Abdul Mansaray","M",22,178,64,"Sierra Leone","SLE","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay",NA
4566","Melrose Mansaray","F",20,165,56,"Sierra Leone","SLE","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 200 metres",NA
4566","Melrose Mansaray","F",20,165,56,"Sierra Leone","SLE","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 400 metres",NA
4566","Melrose Mansaray","F",24,165,56,"Sierra Leone","SLE","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 400 metres",NA
4566","Melrose Mansaray","F",24,165,56,"Sierra Leone","SLE","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay",NA
4567","Amos Mansdorf","M",22,175,72,"Israel","ISR","1988 Summer",1988,"Summer","Seoul","Tennis","Tennis Men's Singles",NA
4567","Amos Mansdorf","M",22,175,72,"Israel","ISR","1988 Summer",1988,"Summer","Seoul","Tennis","Tennis Men's Doubles",NA
4568","Pauline Manser","F",31,181,67,"Australia-2","AUS","2000 Summer",2000,"Summer","Sydney","Beach Volleyball","Beach Volleyball Women's Beach Volleyball",NA
4569","Thrs Manser","F",28,165,75,"Switzerland","SUI","1984 Summer",1984,"Summer","Los Angeles","Shooting","Shooting Women's Sporting Pistol, 25 metres",NA
4570","Nadjim Manseur","M",20,180,73,"Algeria","ALG","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 800 metres",NA
4571","Clayton John Mansfield","M",26,NA,NA,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
4572","Marcus ""Mark"" Mansfield","M",30,195,98,"Ireland","IRL","1992 Summer",1992,"Summer","Barcelona","Sailing","Sailing Mixed Two Person Keelboat",NA
4572","Marcus ""Mark"" Mansfield","M",34,195,98,"Ireland","IRL","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Mixed Two Person Keelboat",NA
4572","Marcus ""Mark"" Mansfield","M",38,195,98,"Ireland","IRL","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing Mixed Two Person Keelboat",NA
4572","Marcus ""Mark"" Mansfield","M",42,195,98,"Ireland","IRL","2004 Summer",2004,"Summer","Athina","Sailing","Sailing Men's Two Person Keelboat",NA
